YR,PRD,MONTH,DATE,SCENRO,MU,BU,SCTR,CNTRY,SUBBRAND,AMT
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_956,17703.74701485703
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_101,9008.263298415673
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1233,276819.6677173079
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1259,77780.65275126274
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_2198,127228.8275230182
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_24,6930.123015892584
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_410,7728.9736743851845
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_1233,443146.0835628694
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_1259,12099.497721076696
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_2198,140624.51656534206
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_24,150993.08926193882
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_3593,102139.31371651181
2017,9.0,8,2017-08-01,Actual,DACH,NE,Europe,Germany,L3_410,149094.2213267772
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_1233,408296.54885772057
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_1259,22229.752101047532
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_2198,116215.83200073263
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_24,162071.77023380977
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_3593,78860.62288222159
2018,9.0,8,2018-08-01,Actual,DACH,NE,Europe,Germany,L3_410,142814.66400850986
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1077,282125.56324980804
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1233,5857957.722943509
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1259,7407948.126351681
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_24,961716.9456087579
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_26,757089.2537670918
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_410,2729505.8429022282
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_4142,4157.305587060507
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_738,16924.418645608053
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_956,351782.17064803146
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1077,212990.8623981177
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1233,3730479.246951457
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1259,9781627.161102619
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_24,497069.66136679036
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_26,1363587.3478897945
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_410,3222255.715500905
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_4142,864.9200791811375
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_738,21025.445041668725
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_956,380249.18973181245
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1077,10790.867399420935
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1233,64823.293625354876
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1259,84706.90947003585
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_24,15963.509048769665
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_738,12680.25332328306
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1077,8338.3514265285
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1233,62987.58983607251
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1259,107459.82487161244
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_24,14227.327636499407
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_26,455.15064839770906
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_738,9510.189992462294
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1077,19669.587821321158
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1233,156986.86047494592
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1259,272446.50539262994
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_24,446396.446394229
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_26,387031.1070565609
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_410,26872.337745591853
2017,9.0,8,2017-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_956,4142.987467682968
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1077,16701.64772847351
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1233,129118.91629623892
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1259,367051.2189950195
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_24,370971.1791931134
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_26,476290.7104111925
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_410,50322.00967926004
2018,9.0,8,2018-08-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_956,10781.797496354426
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1233,336816.4603777307
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1259,277969.3701436391
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_2198,219591.9353588864
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_24,133722.0206688129
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_26,90785.58396088847
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_738,3170.0633308207643
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1233,286069.5582340634
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1259,310811.5643910309
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_2198,169663.86057357016
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_24,125064.70451487465
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_26,87412.31957056209
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_738,6340.0038385944645
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_1233,1742860.4960796884
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_1259,57273.38626164999
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_2198,1049.7981726346045
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_24,8556.381337484941
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_2944,7673.77388994949
2017,9.0,8,2017-08-01,Actual,Italy,SWE,Europe,Italy,L3_410,14778.835248286403
2018,9.0,8,2018-08-01,Actual,Italy,SWE,Europe,Italy,L3_1233,1756414.3871563121
2018,9.0,8,2018-08-01,Actual,Italy,SWE,Europe,Italy,L3_1259,55419.46982451939
2018,9.0,8,2018-08-01,Actual,Italy,SWE,Europe,Italy,L3_24,11656.576472494417
2018,9.0,8,2018-08-01,Actual,Italy,SWE,Europe,Italy,L3_2944,7402.204074588069
2018,9.0,8,2018-08-01,Actual,Italy,SWE,Europe,Italy,L3_410,16348.164533331455
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1233,1556029.8126844799
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_2198,95700.51355025961
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_24,81333.78653497988
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_956,273943.6644628856
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1233,1844739.639687608
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1259,75247.79328369249
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_2198,106367.51248652722
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_24,108207.20590618023
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_956,298500.5600445218
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1077,4189.767035568111
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1233,296502.1063278445
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1259,25888.542334399415
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_2198,18274.848012211085
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_24,28210.566172493716
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_956,21967.589623820208
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1077,18578.684494163565
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1233,382911.145034765
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1259,32186.181341711694
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_2198,27398.3290243954
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_24,33654.21653645925
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_956,30300.796742583814
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1233,304128.17270505027
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1259,6836.505744859214
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_2198,179175.94203715317
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_24,19910.237895641516
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1233,303573.36935464555
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1259,6198.5304995315355
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_2198,154295.69998520636
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_24,14697.237818151078
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1233,37583.41674244292
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1259,13643.424231964102
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1971,3147.4514568677487
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2144,1623.074141523955
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2198,19993.191587905858
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_24,48529.28701368763
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_26,23754.02421928385
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_3593,193245.4756151684
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_410,11250.744964882742
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_738,6340.003837537777
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_956,16231.54847026833
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1233,61404.7184631533
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1259,16373.37710368925
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1971,3615.9906317002815
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2144,1620.5391459884786
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2198,17824.286911865194
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_24,55283.24868090143
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_26,20515.635456806125
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_3593,31099.90630701711
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_410,10742.245672863553
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_738,6340.126661641529
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_956,16301.670271146082
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1077,4726.564426253761
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,507970.24367220147
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,273176.1639415863
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,191529.55907941362
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,63838.73535606856
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,17524.81455129515
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,2081.305079850373
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,1469550.5051672033
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1077,4205.617352222214
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,721421.0619007701
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,755583.291652871
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,452206.0611610885
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,122372.94033940813
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,80632.85030960952
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,7700.453671285566
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,2222265.006100521
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,154073.09813811613
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,8627.792297450564
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,57838.90970955176
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,32628.745007150254
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,4573.274693032201
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,3107.52854818144
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,11606.381478376647
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,143585.99205370795
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,15748.921333117301
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,53430.16209590498
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,32082.908709220657
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,3420.9513888399683
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,2936.120265158186
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,6954.9008474635975
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,33807.668735426516
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,76697.81941910349
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,1651283.609938501
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,34364.181504582506
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,12701.387078821865
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_738,4184.48359668341
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,29300.557226687706
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,77916.65935626581
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,2163573.260749685
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,39428.41110057554
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,14895.070903749833
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_956,24478.172352821006
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,279779.7616112393
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,79213.38929082197
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,750295.49622058
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,62106.42254830824
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_410,5125.168189471164
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,72994.66548787274
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,1800.4198572767045
2017,9.0,8,2017-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,1499176.2006343547
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,292255.57578917145
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,116675.866307863
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,771122.3750114475
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,72283.53046430861
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,74720.8178058935
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,2253.210569695603
2018,9.0,8,2018-08-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,1440918.5488203326
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,113864.80736581827
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,25297.232182482934
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,51016.188456742726
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,12707.938543038894
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,9510.189992462294
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,104783.73827957141
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,37356.491233013745
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,48574.50001056688
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,10788.63426627123
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,10175.903291934654
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1260839.584228583
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,27657.182306819865
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,233287.0245785577
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,80222.14394905356
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,37822.775848344165
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,33096.47559403465
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1309422.5025184392
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,47048.16030658035
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,216545.1346572457
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,81425.80290659585
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,44895.979655238
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,28453.09362958162
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,95061.0906426775
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,3380.1539946320263
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,1329.3132233908404
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,1117.9756680027897
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,86866.77280508338
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,13282.311751072539
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,1019.7037047473461
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,2389.6994075503862
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_738,634.012666164153
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_1233,212467.14757701493
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_1259,84193.41613069116
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_2198,5551.11903235578
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_24,211444.33721020338
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_26,56307.84837234859
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1722.8237515233916
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_2811,212.60558072037924
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_3227,191.26048762618615
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_3838,-5003.226420012257
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_410,78489.21826238262
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_738,1740.3647686205998
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_857,43881.89400717138
2017,9.0,8,2017-08-01,Actual,Spain,SWE,Europe,Spain,L3_956,16355.307742703571
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_1233,186806.36900946088
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_1259,104714.96903904813
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_2198,4381.365663282918
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_24,154361.33086303214
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_26,95453.56561678866
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1425.2604735370157
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_2811,475.0868245123386
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_3227,133.1426598944721
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_3838,2803.519474755729
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_410,44297.26740540883
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_738,1532.1972765633695
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_857,38694.45872929773
2018,9.0,8,2018-08-01,Actual,Spain,SWE,Europe,Spain,L3_956,19742.03433530817
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1077,61477.41858220679
