YR,PRD,MONTH,DATE,SCENRO,MU,BU,SCTR,CNTRY,SUBBRAND,AMT
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,26815.56571541285
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1341959.0920938621
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,39465.27019506457
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,193356.1178699992
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,75697.72741682106
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,37377.61442167478
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,30454.671616661853
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,76827.71410685226
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,29398.392426341816
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,404.35918931265985
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,526.2305129162469
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_410,-20653.84317344121
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_738,380.4002302522666
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,103708.0089888907
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,11142.561270279599
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,1487.816389931879
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,1479.362887716357
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_738,634.012666164153
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_1233,186473.91742337254
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_1259,76047.02965065902
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_2198,5709.072721252809
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_24,171161.24351017587
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_26,44206.99809091743
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1474.2907863870437
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_2811,223.59513360055792
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_3227,199.71398984170818
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_3838,13004.867808359106
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_410,64842.37740660642
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_738,1587.145040964263
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_857,36542.08787415552
2017,8.0,7,2017-07-01,Actual,Spain,SWE,Europe,Spain,L3_956,12268.65230040929
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_1233,183158.47498820032
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_1259,107945.60171324312
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_2198,5183.011278380873
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_24,140710.12236444457
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_26,84007.05867434996
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1321.282396286093
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_2811,318.69703352518087
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_3227,138.42609877917337
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_3838,2436.066867202525
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_410,45860.03818165168
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_738,1622.0157376032912
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_857,35970.613512923286
2018,8.0,7,2018-07-01,Actual,Spain,SWE,Europe,Spain,L3_956,17578.55064704515
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1077,79315.36494473524
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1233,409561.1998332829
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1259,1152637.2566971744
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_24,163798.57417595966
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_26,17908.74444358344
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_738,4184.483596683409
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1077,35908.8289786056
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1233,453092.05159407697
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1259,1473373.2467788637
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_24,132715.72985471247
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_26,25398.547406535967
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_738,1775.2354652596282
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1077,2396.567878100498
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1233,58347.12897931005
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1259,55845.420667404
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_2198,610.7655350714673
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_24,16999.46461152635
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_26,14373.067141941348
2017,8.0,7,2017-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_410,19648.0525244271
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1077,3273.6187329609097
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1233,22818.221524025557
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1259,14043.803230646763
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_2198,578.8958317189492
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_24,40355.43454523681
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_26,23438.919924200265
2018,8.0,7,2018-07-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_410,2350.6019598035973
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_1233,90605.69343374216
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_2198,9785.9855022437
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_24,8472.522595506964
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_1233,122229.3655294358
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_2198,13280.451980585123
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_24,13406.021887526153
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Turkmenistan,L3_1233,1141176.30483329
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Turkmenistan,L3_2198,128380.16808380239
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Turkmenistan,L3_1233,437518.4039787817
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_1233,3174105.2883700943
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_2198,18828.591153409932
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_24,17061.280846477355
2017,8.0,7,2017-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_956,139451.08592280542
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_1233,4119045.564376942
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_2198,123134.55862151558
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_24,73675.97021549387
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_34,16246.57457045642
2018,8.0,7,2018-07-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_956,81717.89254189769
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1233,9510.189992462294
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1259,521.1584115869337
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_2198,9510.189992462294
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_24,9034.68049283918
2017,8.0,7,2017-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_26,484.89288708234415
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1233,187207.0121800878
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1259,2445.17551583975
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_2198,79992.13119835439
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_24,109929.00467055998
2018,8.0,7,2018-07-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_26,1645.262868695977
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1233,84896.97469824519
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1259,1087.6487288046044
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_24,11848.428705275692
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_837,202373.01782984508
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_956,46361.28859552106
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1233,108669.03129909195
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1259,1758.2333589286595
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_24,11643.853951660056
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_837,202090.56518706895
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_956,52734.25711326989
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_101,2402.9080047621396
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1233,140658.36579713004
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_2198,37414.03844934591
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_24,14254.612442146345
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_410,8916.648468154952
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_956,2663.9098856663827
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_101,2120.7723683190916
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1233,150928.2086324347
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1259,16985.766415644615
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_2198,39359.826844096286
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_24,12736.477918923869
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_410,2412.946538643072
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_1233,45909.68841799753
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_2198,10362.021232379733
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_24,-19390.00232471311
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_410,38431.882383605844
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_1233,223887.25845878565
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_2198,6118.039069269407
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_24,19626.73560967362
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_410,29549.470599423756
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1077,27449.578381577005
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1233,550060.3016491374
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1259,14372.010454164407
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_2198,207673.9554641325
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_24,38703.747014857036
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_410,33438.27182236374
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_956,34568.4839348235
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_97,77106.5070833304
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1077,19588.878008918444
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1233,537737.5258007933
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1259,50932.58331983121
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_2198,154603.608236529
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_24,33403.73926581333
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_34,20487.231689361975
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_410,9289.00410699316
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_97,6160.489739561686
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1233,368492.3883257135
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1259,23408.275978668997
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_2198,55761.41398913725
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_24,59896.23326030447
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1233,334479.7221615605
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1259,114146.75984234219
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_2198,58883.92636999571
2018,9.0,8,2018-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_24,46219.52336336675
2017,9.0,8,2017-08-01,Actual,Belgium,NE,Europe,Belgium,L3_1233,40754.49620649091
2017,9.0,8,2017-08-01,Actual,Belgium,NE,Europe,Belgium,L3_1259,30461.187857952984
2017,9.0,8,2017-08-01,Actual,Belgium,NE,Europe,Belgium,L3_24,341.73282706247846
2017,9.0,8,2017-08-01,Actual,Belgium,NE,Europe,Belgium,L3_956,1234881.482603397
2018,9.0,8,2018-08-01,Actual,Belgium,NE,Europe,Belgium,L3_1233,36288.313737645556
2018,9.0,8,2018-08-01,Actual,Belgium,NE,Europe,Belgium,L3_1259,30634.970729748577
2018,9.0,8,2018-08-01,Actual,Belgium,NE,Europe,Belgium,L3_24,460.29319563517504
2018,9.0,8,2018-08-01,Actual,Belgium,NE,Europe,Belgium,L3_956,1728040.0031095755
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,431687.938965714
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1259,62712.6020584278
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_2198,183096.96167041204
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_24,114618.52162335422
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_3190,27583.249385359944
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_410,13096.58830739752
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_956,20102.42826851141
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,399838.0907765247
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1259,86622.81529802117
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_2198,134290.13828520707
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_24,85609.060745458
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_3190,29049.40367586455
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_410,37241.90401048234
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_956,31691.65146210365
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1233,200533.85275408058
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1259,17856.839939980135
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_2198,18972.829034962277
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_24,19483.20923122442
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1233,168807.8166717153
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_1259,13602.826287574057
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_2198,20812.52245461526
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Croatia,L3_24,11134.319105619466
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1233,126314.42801490636
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1259,23403.60541869492
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_2198,608.6521595175868
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_24,143673.28622854044
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_26,41524.30734116222
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_410,10031.390671560306
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4445,15955.060829993026
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4506,3087.2454263030722
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4507,17600.191612716888
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_738,3170.0019192972322
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_837,54022.352468774865
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_956,63906.40564130381
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1233,126901.77734884083
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_1259,52657.83745324158
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_2198,1526.9138376786682
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_24,141742.18227159692
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_26,48498.89752241939
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_410,8741.513036004875
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4445,14425.637358844124
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4506,2799.562179031088
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_4507,17152.288081266335
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_738,3170.0633308207643
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_837,62880.714039153805
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Cyprus,L3_956,86498.11557346447
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1077,30888.25174512691
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1233,324064.86656287644
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1259,848776.5492765211
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_2198,47063.20049946109
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_24,21771.994956077015
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_97,7763.485097180052
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1077,40398.5121838355
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1233,351810.018103175
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1259,1026926.4122776551
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_2198,53804.34016716801
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_24,10465.805583538215
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_738,1775.2354652596282
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_97,9321.57122427846
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1077,65645.4178495704
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1233,170870.75607736362
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1259,556892.4815619676
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_24,43595.9672255958
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_26,7874.43731375878
2017,9.0,8,2017-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_738,16139.026529788029
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1077,83201.73578578827
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1233,189468.36281069083
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1259,687831.51012166
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_24,11427.215345925059
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_26,41405.07128820807
2018,9.0,8,2018-08-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_738,10651.41279155777
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1233,26960.37420836474
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1259,35936.683268405744
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_2198,34861.60912414673
2017,9.0,8,2017-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_24,64302.32541756779
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1233,26419.13872901594
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1259,5359.6472071742055
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_24,38056.441216458974
2018,9.0,8,2018-08-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_26,4526.089621212655
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_101,4406.388029840863
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1233,235439.2406821272
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1259,34785.189464118404
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_2198,98406.00412213901
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_24,5567.793586609653
2017,9.0,8,2017-08-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_410,22031.01026396061
